id,urgencia,cliente,tipo_servico,origem,tempo_espera,descricao,status,peso_urgencia,peso_origem,tempo_espera_norm,score_priorizacao
6178,Baixa,Cliente F,Internet,WhatsApp,3,Lentidão,Aberto,1,2.5,0.005076142131979695,9.76522842639594
6179,Baixa,Cliente C,TV,WhatsApp,130,Queda de sinal,Resolvido,1,2.5,0.649746192893401,9.699238578680204
6180,Média,Cliente K,Telefone,Autoatendimento,179,Instabilidade,Aberto,2,1.0,0.8984771573604061,14.195431472081218
6181,Média,Cliente E,Nuvem,Autoatendimento,165,Solicitação de reembolso,Resolvido,2,1.0,0.8274111675126904,11.98223350253807
6182,Baixa,Cliente J,Telefone,Autoatendimento,98,Reclamação atendimento,Aberto,1,1.0,0.4873096446700508,8.961928934010153
6183,Baixa,Cliente H,Telefone,WhatsApp,23,Reclamação atendimento,Aberto,1,2.5,0.1065989847715736,10.069796954314722
6184,Crítica,Cliente I,Internet,Email,114,Erro de cobrança,Resolvido,8,1.5,0.5685279187817259,35.95558375634518
6185,Baixa,Cliente H,Internet,App,83,Solicitação de reembolso,Resolvido,1,2.0,0.41116751269035534,8.233502538071066
6186,Alta,Cliente C,Internet,Telefone,165,Mudança de endereço,Aberto,4,2.0,0.8274111675126904,23.482233502538072
6187,Alta,Cliente I,Internet,Telefone,122,Instabilidade,Aberto,4,2.0,0.6091370558375635,22.82741116751269
6188,Média,Cliente C,Internet,Telefone,4,Mudança de endereço,Resolvido,2,2.0,0.01015228426395939,11.030456852791879
6189,Baixa,Cliente H,Telefone,Telefone,173,Falha total,Resolvido,1,2.0,0.868020304568528,9.604060913705585
6190,Baixa,Cliente J,Telefone,Telefone,119,Lentidão,Resolvido,1,2.0,0.5939086294416244,8.781725888324873
6191,Alta,Cliente I,Data Center,App,145,Erro de cobrança,Aberto,4,2.0,0.7258883248730964,23.17766497461929
6192,Média,Cliente G,Internet,Telefone,140,Reclamação atendimento,Em andamento,2,2.0,0.700507614213198,13.101522842639593
6193,Alta,Cliente D,Internet,App,11,Problema recorrente,Aberto,4,2.0,0.04568527918781726,21.13705583756345
6194,Crítica,Cliente J,Nuvem,Telefone,180,Instabilidade,Aberto,8,2.0,0.9035532994923858,39.71065989847716
6195,Alta,Cliente I,Data Center,Telefone,171,Instabilidade,Aberto,4,2.0,0.8578680203045685,23.573604060913706
6196,Baixa,Cliente C,Telefone,WhatsApp,26,Lentidão,Aberto,1,2.5,0.1218274111675127,10.115482233502538
6197,Baixa,Cliente C,Internet,Autoatendimento,121,Queda de sinal,Resolvido,1,1.0,0.6040609137055838,7.312182741116752
6198,Alta,Cliente B,Telefone,App,7,Lentidão,Em andamento,4,2.0,0.025380710659898477,19.076142131979694
6199,Baixa,Cliente J,Internet,Email,111,Mudança de endereço,Resolvido,1,1.5,0.5532994923857868,7.909898477157361
6200,Baixa,Cliente C,Nuvem,WhatsApp,173,Solicitação de reembolso,Resolvido,1,2.5,0.868020304568528,10.354060913705585
6201,Alta,Cliente A,TV,App,9,Solicitação de upgrade,Aberto,4,2.0,0.03553299492385787,21.106598984771573
6202,Média,Cliente D,Internet,Autoatendimento,163,Solicitação de upgrade,Aberto,2,1.0,0.817258883248731,13.951776649746193
6203,Crítica,Cliente H,Nuvem,Telefone,42,Falha total,Aberto,8,2.0,0.20304568527918782,37.609137055837564
6204,Média,Cliente E,Telefone,App,111,Mudança de endereço,Resolvido,2,2.0,0.5532994923857868,12.65989847715736
6205,Baixa,Cliente B,Data Center,Telefone,2,Lentidão,Resolvido,1,2.0,0.0,7.0
6206,Crítica,Cliente C,Data Center,Autoatendimento,132,Mudança de endereço,Em andamento,8,1.0,0.6598984771573604,35.47969543147208
6207,Baixa,Cliente A,Internet,Autoatendimento,53,Falha total,Resolvido,1,1.0,0.25888324873096447,6.276649746192893
6208,Média,Cliente B,Internet,Telefone,103,Solicitação de upgrade,Aberto,2,2.0,0.5126903553299492,14.538071065989847
6209,Média,Cliente A,Telefone,WhatsApp,78,Mudança de endereço,Aberto,2,2.5,0.38578680203045684,14.907360406091371
6210,Baixa,Cliente B,Data Center,Autoatendimento,172,Falha total,Resolvido,1,1.0,0.8629441624365483,8.088832487309645
6211,Média,Cliente C,Data Center,Telefone,48,Solicitação de reembolso,Resolvido,2,2.0,0.233502538071066,11.700507614213198
6212,Baixa,Cliente A,Telefone,Autoatendimento,115,Problema recorrente,Aberto,1,1.0,0.5736040609137056,9.220812182741117
6213,Média,Cliente K,Internet,Telefone,84,Solicitação de reembolso,Aberto,2,2.0,0.41624365482233505,14.248730964467004
6214,Média,Cliente I,Internet,App,20,Problema recorrente,Em andamento,2,2.0,0.09137055837563451,11.274111675126903
6215,Alta,Cliente J,TV,WhatsApp,71,Falha total,Aberto,4,2.5,0.350253807106599,22.800761421319798
6216,Alta,Cliente E,Telefone,Telefone,48,Lentidão,Resolvido,4,2.0,0.233502538071066,19.700507614213198
6217,Baixa,Cliente H,Telefone,Autoatendimento,118,Reclamação atendimento,Resolvido,1,1.0,0.5888324873096447,7.2664974619289335
6218,Média,Cliente E,Telefone,Autoatendimento,79,Mudança de endereço,Em andamento,2,1.0,0.39086294416243655,10.67258883248731
6219,Média,Cliente H,TV,Autoatendimento,6,Solicitação de upgrade,Resolvido,2,1.0,0.02030456852791878,9.560913705583756
6220,Baixa,Cliente G,Nuvem,Email,65,Reclamação atendimento,Resolvido,1,1.5,0.3197969543147208,7.209390862944162
6221,Alta,Cliente L,Internet,Autoatendimento,108,Solicitação de reembolso,Aberto,4,1.0,0.5380710659898477,21.114213197969544
6222,Alta,Cliente D,Internet,Telefone,174,Mudança de endereço,Em andamento,4,2.0,0.8730964467005076,21.619289340101524
6223,Baixa,Cliente G,TV,Email,193,Problema recorrente,Aberto,1,1.5,0.9695431472081218,11.158629441624365
6224,Média,Cliente F,Nuvem,Email,174,Queda de sinal,Resolvido,2,1.5,0.8730964467005076,12.869289340101522
6225,Baixa,Cliente C,Internet,WhatsApp,37,Problema recorrente,Resolvido,1,2.5,0.17766497461928935,8.282994923857869
6226,Média,Cliente I,Internet,WhatsApp,138,Mudança de endereço,Em andamento,2,2.5,0.6903553299492385,13.821065989847716
6227,Baixa,Cliente L,Internet,Autoatendimento,152,Lentidão,Resolvido,1,1.0,0.7614213197969543,7.784263959390863
6228,Crítica,Cliente J,Internet,Autoatendimento,161,Falha total,Em andamento,8,1.0,0.8071065989847716,35.921319796954315
6229,Alta,Cliente I,Internet,WhatsApp,174,Problema recorrente,Resolvido,4,2.5,0.8730964467005076,22.369289340101524
6230,Média,Cliente E,Telefone,Telefone,157,Lentidão,Aberto,2,2.0,0.7868020304568528,15.360406091370558
6231,Média,Cliente H,Internet,Autoatendimento,181,Solicitação de reembolso,Aberto,2,1.0,0.9086294416243654,14.225888324873097
6232,Crítica,Cliente G,Telefone,Email,12,Reclamação atendimento,Resolvido,8,1.5,0.050761421319796954,34.40228426395939
6233,Média,Cliente I,Internet,WhatsApp,148,Falha total,Aberto,2,2.5,0.7411167512690355,15.973350253807107
6234,Baixa,Cliente G,Internet,Telefone,65,Problema recorrente,Resolvido,1,2.0,0.3197969543147208,7.959390862944162
6235,Média,Cliente D,Telefone,Autoatendimento,66,Problema recorrente,Resolvido,2,1.0,0.3248730964467005,10.474619289340101
6236,Alta,Cliente D,Telefone,WhatsApp,74,Reclamação atendimento,Resolvido,4,2.5,0.36548223350253806,20.846446700507613
6237,Média,Cliente K,Internet,Telefone,58,Erro de cobrança,Resolvido,2,2.0,0.28426395939086296,11.852791878172589
6238,Média,Cliente H,Nuvem,Telefone,67,Mudança de endereço,Em andamento,2,2.0,0.3299492385786802,11.98984771573604
6239,Alta,Cliente F,Internet,Email,133,Solicitação de upgrade,Resolvido,4,1.5,0.6649746192893401,20.24492385786802
6240,Crítica,Cliente I,Internet,Telefone,158,Reclamação atendimento,Resolvido,8,2.0,0.7918781725888325,37.3756345177665
6241,Crítica,Cliente J,Telefone,Autoatendimento,5,Instabilidade,Em andamento,8,1.0,0.015228426395939087,33.545685279187815
6242,Baixa,Cliente G,Nuvem,Telefone,125,Problema recorrente,Em andamento,1,2.0,0.6243654822335025,8.873096446700508
6243,Média,Cliente G,Internet,Email,130,Solicitação de upgrade,Resolvido,2,1.5,0.649746192893401,12.199238578680204
6244,Alta,Cliente D,Internet,App,93,Problema recorrente,Aberto,4,2.0,0.4619289340101523,22.385786802030456
6245,Alta,Cliente C,Telefone,App,19,Mudança de endereço,Resolvido,4,2.0,0.08629441624365482,19.258883248730964
6246,Média,Cliente H,Internet,Telefone,142,Erro de cobrança,Aberto,2,2.0,0.7106598984771574,15.131979695431472
6247,Baixa,Cliente G,TV,Email,71,Erro de cobrança,Aberto,1,1.5,0.350253807106599,9.300761421319796
6248,Alta,Cliente D,Internet,App,178,Erro de cobrança,Resolvido,4,2.0,0.8934010152284264,21.68020304568528
6249,Alta,Cliente D,Nuvem,Telefone,176,Instabilidade,Aberto,4,2.0,0.883248730964467,23.649746192893403
6250,Baixa,Cliente A,Internet,Telefone,104,Queda de sinal,Resolvido,1,2.0,0.5177664974619289,8.553299492385786
6251,Média,Cliente K,Data Center,WhatsApp,87,Solicitação de upgrade,Em andamento,2,2.5,0.43147208121827413,13.044416243654823
6252,Baixa,Cliente G,Internet,App,31,Solicitação de reembolso,Resolvido,1,2.0,0.14720812182741116,7.441624365482234
6253,Média,Cliente A,Nuvem,App,156,Solicitação de upgrade,Resolvido,2,2.0,0.7817258883248731,13.345177664974619
6254,Baixa,Cliente J,Internet,Telefone,108,Problema recorrente,Aberto,1,2.0,0.5380710659898477,10.614213197969542
6255,Média,Cliente J,Internet,App,157,Problema recorrente,Em andamento,2,2.0,0.7868020304568528,13.360406091370558
6256,Média,Cliente D,Internet,Telefone,131,Instabilidade,Aberto,2,2.0,0.6548223350253807,14.964467005076141
6257,Média,Cliente K,Nuvem,Telefone,21,Solicitação de reembolso,Em andamento,2,2.0,0.09644670050761421,11.289340101522843
6258,Média,Cliente C,Internet,App,79,Reclamação atendimento,Resolvido,2,2.0,0.39086294416243655,12.17258883248731
6259,Alta,Cliente K,Internet,App,153,Erro de cobrança,Aberto,4,2.0,0.766497461928934,23.299492385786802
6260,Baixa,Cliente C,Internet,WhatsApp,78,Problema recorrente,Resolvido,1,2.5,0.38578680203045684,8.907360406091371
6261,Baixa,Cliente L,Data Center,App,73,Reclamação atendimento,Aberto,1,2.0,0.3604060913705584,10.081218274111675
6262,Alta,Cliente A,Internet,WhatsApp,173,Solicitação de reembolso,Aberto,4,2.5,0.868020304568528,24.354060913705585
6263,Baixa,Cliente D,Internet,Telefone,150,Problema recorrente,Aberto,1,2.0,0.751269035532995,11.253807106598984
6264,Crítica,Cliente A,Data Center,App,151,Instabilidade,Aberto,8,2.0,0.7563451776649747,39.26903553299493
6265,Alta,Cliente H,Nuvem,App,74,Problema recorrente,Em andamento,4,2.0,0.36548223350253806,20.096446700507613
6266,Média,Cliente A,Internet,Telefone,187,Lentidão,Aberto,2,2.0,0.9390862944162437,15.81725888324873
6267,Crítica,Cliente L,Nuvem,Telefone,107,Solicitação de upgrade,Resolvido,8,2.0,0.5329949238578681,36.598984771573605
6268,Baixa,Cliente F,Internet,Telefone,129,Lentidão,Resolvido,1,2.0,0.6446700507614214,8.934010152284264
6269,Média,Cliente G,Internet,Email,108,Erro de cobrança,Em andamento,2,1.5,0.5380710659898477,11.864213197969542
6270,Média,Cliente J,Nuvem,Email,12,Queda de sinal,Resolvido,2,1.5,0.050761421319796954,10.402284263959391
6271,Média,Cliente L,TV,App,81,Mudança de endereço,Resolvido,2,2.0,0.4010152284263959,12.203045685279188
6272,Crítica,Cliente B,Internet,Telefone,182,Solicitação de upgrade,Resolvido,8,2.0,0.9137055837563451,37.74111675126903
6273,Baixa,Cliente D,Internet,Email,10,Problema recorrente,Aberto,1,1.5,0.04060913705583756,8.371827411167512
6274,Média,Cliente K,Internet,App,196,Mudança de endereço,Resolvido,2,2.0,0.9847715736040609,13.954314720812182
6275,Média,Cliente C,TV,Autoatendimento,101,Mudança de endereço,Aberto,2,1.0,0.5025380710659898,13.00761421319797
6276,Média,Cliente I,Data Center,WhatsApp,53,Lentidão,Em andamento,2,2.5,0.25888324873096447,12.526649746192893
6277,Baixa,Cliente G,Internet,WhatsApp,116,Instabilidade,Resolvido,1,2.5,0.5786802030456852,9.486040609137056
6278,Média,Cliente B,Nuvem,Email,142,Falha total,Resolvido,2,1.5,0.7106598984771574,12.381979695431472
6279,Alta,Cliente K,Internet,WhatsApp,130,Reclamação atendimento,Aberto,4,2.5,0.649746192893401,23.699238578680202
6280,Baixa,Cliente L,TV,Email,173,Instabilidade,Aberto,1,1.5,0.868020304568528,10.854060913705585
6281,Alta,Cliente F,Internet,Telefone,76,Solicitação de reembolso,Resolvido,4,2.0,0.3756345177664975,20.126903553299492
6282,Média,Cliente I,Telefone,Autoatendimento,153,Erro de cobrança,Resolvido,2,1.0,0.766497461928934,11.799492385786802
6283,Alta,Cliente L,Internet,Email,134,Solicitação de upgrade,Em andamento,4,1.5,0.6700507614213198,20.26015228426396
6284,Alta,Cliente C,Data Center,Telefone,195,Solicitação de upgrade,Resolvido,4,2.0,0.9796954314720813,21.939086294416242
6285,Baixa,Cliente K,Internet,Telefone,149,Reclamação atendimento,Resolvido,1,2.0,0.7461928934010152,9.238578680203046
6286,Média,Cliente F,Internet,Telefone,193,Instabilidade,Em andamento,2,2.0,0.9695431472081218,13.908629441624365
6287,Alta,Cliente C,Nuvem,Autoatendimento,144,Mudança de endereço,Aberto,4,1.0,0.7208121827411168,21.66243654822335
6288,Média,Cliente C,Internet,Email,69,Reclamação atendimento,Em andamento,2,1.5,0.3401015228426396,11.27030456852792
6289,Crítica,Cliente D,Internet,Email,55,Erro de cobrança,Resolvido,8,1.5,0.26903553299492383,35.057106598984774
6290,Média,Cliente I,Telefone,WhatsApp,12,Falha total,Resolvido,2,2.5,0.050761421319796954,11.902284263959391
6291,Baixa,Cliente K,Nuvem,Email,152,Falha total,Em andamento,1,1.5,0.7614213197969543,8.534263959390863
6292,Média,Cliente H,Internet,Telefone,130,Reclamação atendimento,Aberto,2,2.0,0.649746192893401,14.949238578680204
6293,Crítica,Cliente A,Internet,Telefone,171,Solicitação de upgrade,Resolvido,8,2.0,0.8578680203045685,37.57360406091371
6294,Média,Cliente L,Internet,App,48,Solicitação de upgrade,Resolvido,2,2.0,0.233502538071066,11.700507614213198
6295,Alta,Cliente K,Data Center,Telefone,116,Lentidão,Em andamento,4,2.0,0.5786802030456852,20.736040609137056
6296,Alta,Cliente A,Internet,Autoatendimento,197,Solicitação de upgrade,Aberto,4,1.0,0.9898477157360406,22.46954314720812
6297,Média,Cliente G,Internet,Email,39,Lentidão,Resolvido,2,1.5,0.18781725888324874,10.813451776649746
6298,Baixa,Cliente C,Telefone,Telefone,131,Queda de sinal,Aberto,1,2.0,0.6548223350253807,10.964467005076141
6299,Alta,Cliente K,Internet,Autoatendimento,46,Problema recorrente,Resolvido,4,1.0,0.2233502538071066,18.17005076142132
6300,Média,Cliente G,Internet,Autoatendimento,156,Queda de sinal,Resolvido,2,1.0,0.7817258883248731,11.845177664974619
6301,Alta,Cliente I,Data Center,App,62,Solicitação de reembolso,Resolvido,4,2.0,0.30456852791878175,19.913705583756347
6302,Média,Cliente C,Internet,Telefone,83,Lentidão,Resolvido,2,2.0,0.41116751269035534,12.233502538071066
6303,Média,Cliente C,TV,Autoatendimento,12,Lentidão,Resolvido,2,1.0,0.050761421319796954,9.652284263959391
6304,Alta,Cliente B,Nuvem,Email,198,Instabilidade,Aberto,4,1.5,0.9949238578680203,23.23477157360406
6305,Média,Cliente J,Internet,App,158,Instabilidade,Resolvido,2,2.0,0.7918781725888325,13.375634517766498
6306,Média,Cliente A,Internet,WhatsApp,26,Problema recorrente,Aberto,2,2.5,0.1218274111675127,14.115482233502538
6307,Média,Cliente I,Nuvem,Autoatendimento,79,Problema recorrente,Em andamento,2,1.0,0.39086294416243655,10.67258883248731
6308,Média,Cliente F,TV,Telefone,183,Queda de sinal,Em andamento,2,2.0,0.9187817258883249,13.756345177664976
6309,Média,Cliente F,Internet,Autoatendimento,177,Instabilidade,Resolvido,2,1.0,0.8883248730964467,12.16497461928934
6310,Alta,Cliente H,Internet,WhatsApp,175,Problema recorrente,Resolvido,4,2.5,0.8781725888324873,22.38451776649746
6311,Média,Cliente K,Telefone,Telefone,42,Lentidão,Resolvido,2,2.0,0.20304568527918782,11.609137055837564
6312,Média,Cliente E,Internet,Telefone,42,Reclamação atendimento,Aberto,2,2.0,0.20304568527918782,13.609137055837564
6313,Alta,Cliente I,Telefone,WhatsApp,190,Instabilidade,Em andamento,4,2.5,0.9543147208121827,22.61294416243655
6314,Baixa,Cliente K,Data Center,WhatsApp,102,Queda de sinal,Aberto,1,2.5,0.5076142131979695,11.27284263959391
6315,Baixa,Cliente E,Internet,App,140,Falha total,Em andamento,1,2.0,0.700507614213198,9.101522842639593
6316,Crítica,Cliente B,Nuvem,WhatsApp,173,Mudança de endereço,Resolvido,8,2.5,0.868020304568528,38.35406091370558
6317,Alta,Cliente F,TV,Telefone,33,Problema recorrente,Aberto,4,2.0,0.15736040609137056,21.472081218274113
6318,Média,Cliente I,Internet,Email,50,Problema recorrente,Em andamento,2,1.5,0.2436548223350254,10.980964467005077
6319,Média,Cliente C,TV,Autoatendimento,7,Problema recorrente,Resolvido,2,1.0,0.025380710659898477,9.576142131979696
6320,Baixa,Cliente J,Telefone,Autoatendimento,58,Mudança de endereço,Resolvido,1,1.0,0.28426395939086296,6.352791878172589
6321,Média,Cliente D,Internet,Email,7,Reclamação atendimento,Resolvido,2,1.5,0.025380710659898477,10.326142131979696
6322,Média,Cliente J,Internet,Telefone,48,Instabilidade,Resolvido,2,2.0,0.233502538071066,11.700507614213198
6323,Média,Cliente K,Telefone,Telefone,64,Problema recorrente,Em andamento,2,2.0,0.3147208121827411,11.944162436548224
6324,Média,Cliente H,Telefone,App,178,Reclamação atendimento,Resolvido,2,2.0,0.8934010152284264,13.680203045685278
6325,Baixa,Cliente F,Data Center,WhatsApp,151,Solicitação de reembolso,Aberto,1,2.5,0.7563451776649747,12.019035532994923
6326,Baixa,Cliente G,Nuvem,Email,68,Mudança de endereço,Aberto,1,1.5,0.3350253807106599,9.25507614213198
6327,Crítica,Cliente G,Internet,Email,148,Falha total,Aberto,8,1.5,0.7411167512690355,38.473350253807105
6328,Média,Cliente D,TV,Autoatendimento,184,Instabilidade,Aberto,2,1.0,0.9238578680203046,14.271573604060913
6329,Média,Cliente L,Internet,WhatsApp,163,Erro de cobrança,Em andamento,2,2.5,0.817258883248731,14.201776649746193
6330,Baixa,Cliente F,Internet,App,42,Mudança de endereço,Aberto,1,2.0,0.20304568527918782,9.609137055837564
6331,Baixa,Cliente L,Internet,Telefone,106,Solicitação de reembolso,Resolvido,1,2.0,0.5279187817258884,8.583756345177665
6332,Alta,Cliente I,Telefone,Email,8,Problema recorrente,Resolvido,4,1.5,0.030456852791878174,18.341370558375633
6333,Média,Cliente C,Internet,WhatsApp,58,Erro de cobrança,Resolvido,2,2.5,0.28426395939086296,12.602791878172589
6334,Média,Cliente H,Internet,Autoatendimento,17,Solicitação de reembolso,Resolvido,2,1.0,0.07614213197969544,9.728426395939087
6335,Baixa,Cliente G,Internet,Autoatendimento,60,Solicitação de reembolso,Resolvido,1,1.0,0.29441624365482233,6.383248730964467
6336,Alta,Cliente D,Internet,Telefone,167,Mudança de endereço,Em andamento,4,2.0,0.8375634517766497,21.512690355329948
6337,Baixa,Cliente J,Data Center,Telefone,138,Mudança de endereço,Em andamento,1,2.0,0.6903553299492385,9.071065989847716
6338,Baixa,Cliente C,Data Center,Telefone,35,Instabilidade,Aberto,1,2.0,0.16751269035532995,9.50253807106599
6339,Média,Cliente G,TV,App,47,Lentidão,Resolvido,2,2.0,0.22842639593908629,11.685279187817258
6340,Média,Cliente J,Telefone,Autoatendimento,166,Instabilidade,Resolvido,2,1.0,0.8324873096446701,11.99746192893401
6341,Baixa,Cliente I,TV,Telefone,44,Lentidão,Em andamento,1,2.0,0.2131979695431472,7.6395939086294415
6342,Média,Cliente L,TV,Telefone,48,Falha total,Aberto,2,2.0,0.233502538071066,13.700507614213198
6343,Média,Cliente J,TV,App,135,Lentidão,Em andamento,2,2.0,0.6751269035532995,13.025380710659899
6344,Alta,Cliente C,Internet,Telefone,167,Solicitação de reembolso,Aberto,4,2.0,0.8375634517766497,23.512690355329948
6345,Média,Cliente J,Internet,Email,113,Solicitação de upgrade,Resolvido,2,1.5,0.5634517766497462,11.940355329949238
6346,Baixa,Cliente I,Internet,Email,124,Problema recorrente,Em andamento,1,1.5,0.6192893401015228,8.107868020304569
6347,Baixa,Cliente H,Internet,WhatsApp,62,Reclamação atendimento,Resolvido,1,2.5,0.30456852791878175,8.663705583756345
6348,Crítica,Cliente L,Internet,Autoatendimento,133,Mudança de endereço,Resolvido,8,1.0,0.6649746192893401,35.49492385786802
6349,Média,Cliente C,TV,Autoatendimento,134,Lentidão,Aberto,2,1.0,0.6700507614213198,13.51015228426396
6350,Alta,Cliente H,TV,Autoatendimento,71,Falha total,Resolvido,4,1.0,0.350253807106599,18.550761421319798
6351,Baixa,Cliente L,Internet,Autoatendimento,61,Reclamação atendimento,Resolvido,1,1.0,0.29949238578680204,6.398477157360406
6352,Média,Cliente D,Internet,Telefone,89,Instabilidade,Resolvido,2,2.0,0.4416243654822335,12.324873096446701
6353,Baixa,Cliente F,Telefone,WhatsApp,93,Lentidão,Resolvido,1,2.5,0.4619289340101523,9.135786802030458
6354,Média,Cliente L,Internet,Autoatendimento,78,Instabilidade,Aberto,2,1.0,0.38578680203045684,12.657360406091371
6355,Crítica,Cliente J,Internet,Autoatendimento,107,Mudança de endereço,Resolvido,8,1.0,0.5329949238578681,35.098984771573605
6356,Crítica,Cliente B,Nuvem,WhatsApp,185,Falha total,Em andamento,8,2.5,0.9289340101522843,38.536802030456855
6357,Média,Cliente H,Telefone,Autoatendimento,83,Falha total,Resolvido,2,1.0,0.41116751269035534,10.733502538071066
6358,Média,Cliente I,Nuvem,Autoatendimento,188,Queda de sinal,Em andamento,2,1.0,0.9441624365482234,12.33248730964467
6359,Crítica,Cliente G,Nuvem,App,8,Instabilidade,Resolvido,8,2.0,0.030456852791878174,35.09137055837564
6360,Alta,Cliente H,Nuvem,Autoatendimento,197,Mudança de endereço,Em andamento,4,1.0,0.9898477157360406,20.46954314720812
6361,Baixa,Cliente G,Internet,Telefone,32,Queda de sinal,Em andamento,1,2.0,0.15228426395939088,7.456852791878172
6362,Média,Cliente K,Internet,Autoatendimento,86,Mudança de endereço,Resolvido,2,1.0,0.4263959390862944,10.779187817258883
6363,Baixa,Cliente J,Internet,Email,49,Erro de cobrança,Resolvido,1,1.5,0.23857868020304568,6.965736040609137
6364,Média,Cliente D,Internet,WhatsApp,43,Problema recorrente,Resolvido,2,2.5,0.20812182741116753,12.374365482233502
6365,Média,Cliente A,Telefone,Autoatendimento,91,Falha total,Resolvido,2,1.0,0.4517766497461929,10.855329949238579
6366,Média,Cliente C,TV,WhatsApp,31,Mudança de endereço,Resolvido,2,2.5,0.14720812182741116,12.191624365482234
6367,Média,Cliente G,Data Center,Autoatendimento,118,Problema recorrente,Resolvido,2,1.0,0.5888324873096447,11.266497461928934
6368,Baixa,Cliente K,Nuvem,Telefone,127,Mudança de endereço,Aberto,1,2.0,0.6345177664974619,10.903553299492385
6369,Média,Cliente K,Telefone,WhatsApp,52,Falha total,Resolvido,2,2.5,0.25380710659898476,12.511421319796954
6370,Alta,Cliente G,Telefone,Autoatendimento,164,Solicitação de reembolso,Aberto,4,1.0,0.8223350253807107,21.967005076142133
6371,Média,Cliente K,Internet,Telefone,191,Lentidão,Resolvido,2,2.0,0.9593908629441624,13.878172588832488
6372,Média,Cliente C,Internet,Telefone,52,Falha total,Aberto,2,2.0,0.25380710659898476,13.761421319796954
6373,Crítica,Cliente A,Nuvem,App,121,Lentidão,Resolvido,8,2.0,0.6040609137055838,36.81218274111675
6374,Crítica,Cliente J,Internet,App,110,Lentidão,Resolvido,8,2.0,0.5482233502538071,36.64467005076142
6375,Baixa,Cliente I,Telefone,WhatsApp,179,Problema recorrente,Resolvido,1,2.5,0.8984771573604061,10.445431472081218
6376,Baixa,Cliente L,Nuvem,App,159,Reclamação atendimento,Resolvido,1,2.0,0.7969543147208121,9.390862944162436
6377,Alta,Cliente F,Internet,WhatsApp,148,Solicitação de upgrade,Resolvido,4,2.5,0.7411167512690355,21.973350253807105
6378,Alta,Cliente L,Data Center,App,51,Solicitação de upgrade,Em andamento,4,2.0,0.24873096446700507,19.746192893401016
6379,Crítica,Cliente G,Internet,Telefone,183,Erro de cobrança,Resolvido,8,2.0,0.9187817258883249,37.756345177664976
6380,Alta,Cliente A,Nuvem,WhatsApp,84,Solicitação de reembolso,Aberto,4,2.5,0.41624365482233505,22.998730964467004
6381,Média,Cliente A,Internet,App,87,Reclamação atendimento,Em andamento,2,2.0,0.43147208121827413,12.294416243654823
6382,Média,Cliente D,Internet,App,133,Lentidão,Aberto,2,2.0,0.6649746192893401,14.99492385786802
6383,Baixa,Cliente G,Internet,Autoatendimento,13,Instabilidade,Resolvido,1,1.0,0.05583756345177665,5.66751269035533
6384,Baixa,Cliente K,TV,Autoatendimento,144,Problema recorrente,Aberto,1,1.0,0.7208121827411168,9.66243654822335
6385,Média,Cliente K,Nuvem,App,144,Queda de sinal,Resolvido,2,2.0,0.7208121827411168,13.16243654822335
6386,Média,Cliente H,Telefone,WhatsApp,139,Problema recorrente,Aberto,2,2.5,0.6954314720812182,15.836294416243655
6387,Média,Cliente J,Data Center,App,119,Solicitação de upgrade,Aberto,2,2.0,0.5939086294416244,14.781725888324873
6388,Alta,Cliente I,Nuvem,Email,62,Problema recorrente,Em andamento,4,1.5,0.30456852791878175,19.163705583756347
6389,Baixa,Cliente A,Internet,Email,148,Reclamação atendimento,Aberto,1,1.5,0.7411167512690355,10.473350253807107
6390,Média,Cliente D,TV,Telefone,182,Erro de cobrança,Aberto,2,2.0,0.9137055837563451,15.741116751269036
6391,Baixa,Cliente D,Internet,Telefone,58,Problema recorrente,Resolvido,1,2.0,0.28426395939086296,7.852791878172589
6392,Média,Cliente C,Telefone,WhatsApp,10,Mudança de endereço,Em andamento,2,2.5,0.04060913705583756,11.871827411167512
6393,Alta,Cliente G,Internet,App,30,Reclamação atendimento,Aberto,4,2.0,0.14213197969543148,21.426395939086294
6394,Alta,Cliente A,Internet,Email,8,Queda de sinal,Aberto,4,1.5,0.030456852791878174,20.341370558375633
6395,Crítica,Cliente I,Telefone,Telefone,106,Lentidão,Em andamento,8,2.0,0.5279187817258884,36.58375634517766
6396,Baixa,Cliente H,Internet,Email,146,Mudança de endereço,Resolvido,1,1.5,0.7309644670050761,8.442893401015228
6397,Média,Cliente B,Telefone,WhatsApp,80,Lentidão,Em andamento,2,2.5,0.39593908629441626,12.937817258883248
6398,Média,Cliente B,Data Center,App,145,Solicitação de reembolso,Aberto,2,2.0,0.7258883248730964,15.17766497461929
6399,Média,Cliente H,Internet,Telefone,107,Erro de cobrança,Em andamento,2,2.0,0.5329949238578681,12.598984771573605
6400,Alta,Cliente K,TV,Autoatendimento,84,Lentidão,Resolvido,4,1.0,0.41624365482233505,18.748730964467004
6401,Alta,Cliente A,Telefone,Telefone,167,Solicitação de reembolso,Em andamento,4,2.0,0.8375634517766497,21.512690355329948
6402,Alta,Cliente G,Internet,Telefone,90,Problema recorrente,Aberto,4,2.0,0.4467005076142132,22.34010152284264
6403,Baixa,Cliente I,TV,App,77,Queda de sinal,Resolvido,1,2.0,0.38071065989847713,8.142131979695431
