id,urgencia,cliente,tipo_servico,origem,tempo_espera,descricao,status
6138,Crítica,Cliente K,Telefone,Telefone,3,Reclamação atendimento,Aberto
6139,Média,Cliente F,Telefone,App,196,Instabilidade,Aberto
6140,Alta,Cliente B,Internet,Email,43,Erro de cobrança,Resolvido
6141,Média,Cliente A,Telefone,WhatsApp,41,Problema recorrente,Aberto
6142,Média,Cliente K,Internet,Autoatendimento,138,Queda de sinal,Em andamento
6143,Baixa,Cliente C,Internet,App,131,Erro de cobrança,Aberto
6144,Alta,Cliente E,Internet,Email,157,Queda de sinal,Resolvido
6145,Alta,Cliente D,Nuvem,Telefone,4,Reclamação atendimento,Em andamento
6146,Baixa,Cliente G,Internet,Email,17,Instabilidade,Resolvido
6147,Média,Cliente D,Telefone,App,133,Solicitação de reembolso,Resolvido
6148,Média,Cliente H,Internet,WhatsApp,24,Instabilidade,Resolvido
6149,Média,Cliente G,Internet,Autoatendimento,103,Solicitação de upgrade,Aberto
6150,Crítica,Cliente J,Internet,App,78,Solicitação de upgrade,Resolvido
6151,Média,Cliente I,Telefone,Autoatendimento,135,Erro de cobrança,Em andamento
6152,Média,Cliente A,Internet,WhatsApp,56,Solicitação de reembolso,Em andamento
6153,Baixa,Cliente E,Internet,Autoatendimento,137,Queda de sinal,Resolvido
6154,Baixa,Cliente D,Nuvem,App,74,Reclamação atendimento,Aberto
6155,Baixa,Cliente F,Telefone,Telefone,99,Queda de sinal,Em andamento
6156,Baixa,Cliente A,Internet,Telefone,82,Queda de sinal,Resolvido
6157,Alta,Cliente F,Telefone,Autoatendimento,115,Reclamação atendimento,Aberto
6158,Alta,Cliente A,Internet,WhatsApp,193,Lentidão,Resolvido
6159,Baixa,Cliente A,Telefone,App,68,Solicitação de reembolso,Aberto
6160,Alta,Cliente H,Internet,App,42,Erro de cobrança,Resolvido
6161,Baixa,Cliente B,Internet,Autoatendimento,41,Erro de cobrança,Resolvido
6162,Média,Cliente J,Internet,Telefone,104,Solicitação de upgrade,Resolvido
6163,Baixa,Cliente F,Internet,Telefone,156,Queda de sinal,Resolvido
6164,Média,Cliente F,Nuvem,Telefone,40,Mudança de endereço,Aberto
6165,Baixa,Cliente F,Internet,Email,54,Erro de cobrança,Em andamento
6166,Média,Cliente H,Internet,Email,41,Lentidão,Resolvido
6167,Média,Cliente D,Telefone,Telefone,53,Erro de cobrança,Resolvido
6168,Crítica,Cliente C,Telefone,Telefone,38,Falha total,Aberto
6169,Baixa,Cliente F,Internet,WhatsApp,68,Solicitação de upgrade,Resolvido
6170,Baixa,Cliente D,Internet,Autoatendimento,148,Falha total,Aberto
6171,Baixa,Cliente B,Internet,Autoatendimento,163,Erro de cobrança,Aberto
6172,Média,Cliente F,Internet,Autoatendimento,86,Solicitação de upgrade,Em andamento
6173,Baixa,Cliente J,Internet,Autoatendimento,67,Instabilidade,Resolvido
6174,Alta,Cliente E,Internet,Telefone,139,Mudança de endereço,Resolvido
6175,Média,Cliente K,TV,App,53,Mudança de endereço,Resolvido
6176,Média,Cliente I,Data Center,Autoatendimento,171,Instabilidade,Resolvido
6177,Média,Cliente K,Telefone,Email,189,Erro de cobrança,Aberto
6178,Baixa,Cliente F,Internet,WhatsApp,3,Lentidão,Aberto
6179,Baixa,Cliente C,TV,WhatsApp,130,Queda de sinal,Resolvido
6180,Média,Cliente K,Telefone,Autoatendimento,179,Instabilidade,Aberto
6181,Média,Cliente E,Nuvem,Autoatendimento,165,Solicitação de reembolso,Resolvido
6182,Baixa,Cliente J,Telefone,Autoatendimento,98,Reclamação atendimento,Aberto
6183,Baixa,Cliente H,Telefone,WhatsApp,23,Reclamação atendimento,Aberto
6184,Crítica,Cliente I,Internet,Email,114,Erro de cobrança,Resolvido
6185,Baixa,Cliente H,Internet,App,83,Solicitação de reembolso,Resolvido
6186,Alta,Cliente C,Internet,Telefone,165,Mudança de endereço,Aberto
6187,Alta,Cliente I,Internet,Telefone,122,Instabilidade,Aberto
6188,Média,Cliente C,Internet,Telefone,4,Mudança de endereço,Resolvido
6189,Baixa,Cliente H,Telefone,Telefone,173,Falha total,Resolvido
6190,Baixa,Cliente J,Telefone,Telefone,119,Lentidão,Resolvido
6191,Alta,Cliente I,Data Center,App,145,Erro de cobrança,Aberto
6192,Média,Cliente G,Internet,Telefone,140,Reclamação atendimento,Em andamento
6193,Alta,Cliente D,Internet,App,11,Problema recorrente,Aberto
6194,Crítica,Cliente J,Nuvem,Telefone,180,Instabilidade,Aberto
6195,Alta,Cliente I,Data Center,Telefone,171,Instabilidade,Aberto
6196,Baixa,Cliente C,Telefone,WhatsApp,26,Lentidão,Aberto
6197,Baixa,Cliente C,Internet,Autoatendimento,121,Queda de sinal,Resolvido
6198,Alta,Cliente B,Telefone,App,7,Lentidão,Em andamento
6199,Baixa,Cliente J,Internet,Email,111,Mudança de endereço,Resolvido
6200,Baixa,Cliente C,Nuvem,WhatsApp,173,Solicitação de reembolso,Resolvido
6201,Alta,Cliente A,TV,App,9,Solicitação de upgrade,Aberto
6202,Média,Cliente D,Internet,Autoatendimento,163,Solicitação de upgrade,Aberto
6203,Crítica,Cliente H,Nuvem,Telefone,42,Falha total,Aberto
6204,Média,Cliente E,Telefone,App,111,Mudança de endereço,Resolvido
6205,Baixa,Cliente B,Data Center,Telefone,2,Lentidão,Resolvido
6206,Crítica,Cliente C,Data Center,Autoatendimento,132,Mudança de endereço,Em andamento
6207,Baixa,Cliente A,Internet,Autoatendimento,53,Falha total,Resolvido
6208,Média,Cliente B,Internet,Telefone,103,Solicitação de upgrade,Aberto
6209,Média,Cliente A,Telefone,WhatsApp,78,Mudança de endereço,Aberto
6210,Baixa,Cliente B,Data Center,Autoatendimento,172,Falha total,Resolvido
6211,Média,Cliente C,Data Center,Telefone,48,Solicitação de reembolso,Resolvido
6212,Baixa,Cliente A,Telefone,Autoatendimento,115,Problema recorrente,Aberto
6213,Média,Cliente K,Internet,Telefone,84,Solicitação de reembolso,Aberto
6214,Média,Cliente I,Internet,App,20,Problema recorrente,Em andamento
6215,Alta,Cliente J,TV,WhatsApp,71,Falha total,Aberto
6216,Alta,Cliente E,Telefone,Telefone,48,Lentidão,Resolvido
6217,Baixa,Cliente H,Telefone,Autoatendimento,118,Reclamação atendimento,Resolvido
6218,Média,Cliente E,Telefone,Autoatendimento,79,Mudança de endereço,Em andamento
6219,Média,Cliente H,TV,Autoatendimento,6,Solicitação de upgrade,Resolvido
6220,Baixa,Cliente G,Nuvem,Email,65,Reclamação atendimento,Resolvido
6221,Alta,Cliente L,Internet,Autoatendimento,108,Solicitação de reembolso,Aberto
6222,Alta,Cliente D,Internet,Telefone,174,Mudança de endereço,Em andamento
6223,Baixa,Cliente G,TV,Email,193,Problema recorrente,Aberto
6224,Média,Cliente F,Nuvem,Email,174,Queda de sinal,Resolvido
6225,Baixa,Cliente C,Internet,WhatsApp,37,Problema recorrente,Resolvido
6226,Média,Cliente I,Internet,WhatsApp,138,Mudança de endereço,Em andamento
6227,Baixa,Cliente L,Internet,Autoatendimento,152,Lentidão,Resolvido
6228,Crítica,Cliente J,Internet,Autoatendimento,161,Falha total,Em andamento
6229,Alta,Cliente I,Internet,WhatsApp,174,Problema recorrente,Resolvido
6230,Média,Cliente E,Telefone,Telefone,157,Lentidão,Aberto
6231,Média,Cliente H,Internet,Autoatendimento,181,Solicitação de reembolso,Aberto
6232,Crítica,Cliente G,Telefone,Email,12,Reclamação atendimento,Resolvido
6233,Média,Cliente I,Internet,WhatsApp,148,Falha total,Aberto
6234,Baixa,Cliente G,Internet,Telefone,65,Problema recorrente,Resolvido
6235,Média,Cliente D,Telefone,Autoatendimento,66,Problema recorrente,Resolvido
6236,Alta,Cliente D,Telefone,WhatsApp,74,Reclamação atendimento,Resolvido
6237,Média,Cliente K,Internet,Telefone,58,Erro de cobrança,Resolvido
6238,Média,Cliente H,Nuvem,Telefone,67,Mudança de endereço,Em andamento
6239,Alta,Cliente F,Internet,Email,133,Solicitação de upgrade,Resolvido
6240,Crítica,Cliente I,Internet,Telefone,158,Reclamação atendimento,Resolvido
6241,Crítica,Cliente J,Telefone,Autoatendimento,5,Instabilidade,Em andamento
6242,Baixa,Cliente G,Nuvem,Telefone,125,Problema recorrente,Em andamento
6243,Média,Cliente G,Internet,Email,130,Solicitação de upgrade,Resolvido
6244,Alta,Cliente D,Internet,App,93,Problema recorrente,Aberto
6245,Alta,Cliente C,Telefone,App,19,Mudança de endereço,Resolvido
6246,Média,Cliente H,Internet,Telefone,142,Erro de cobrança,Aberto
6247,Baixa,Cliente G,TV,Email,71,Erro de cobrança,Aberto
6248,Alta,Cliente D,Internet,App,178,Erro de cobrança,Resolvido
6249,Alta,Cliente D,Nuvem,Telefone,176,Instabilidade,Aberto
6250,Baixa,Cliente A,Internet,Telefone,104,Queda de sinal,Resolvido
6251,Média,Cliente K,Data Center,WhatsApp,87,Solicitação de upgrade,Em andamento
6252,Baixa,Cliente G,Internet,App,31,Solicitação de reembolso,Resolvido
6253,Média,Cliente A,Nuvem,App,156,Solicitação de upgrade,Resolvido
6254,Baixa,Cliente J,Internet,Telefone,108,Problema recorrente,Aberto
6255,Média,Cliente J,Internet,App,157,Problema recorrente,Em andamento
6256,Média,Cliente D,Internet,Telefone,131,Instabilidade,Aberto
6257,Média,Cliente K,Nuvem,Telefone,21,Solicitação de reembolso,Em andamento
6258,Média,Cliente C,Internet,App,79,Reclamação atendimento,Resolvido
6259,Alta,Cliente K,Internet,App,153,Erro de cobrança,Aberto
6260,Baixa,Cliente C,Internet,WhatsApp,78,Problema recorrente,Resolvido
6261,Baixa,Cliente L,Data Center,App,73,Reclamação atendimento,Aberto
6262,Alta,Cliente A,Internet,WhatsApp,173,Solicitação de reembolso,Aberto
6263,Baixa,Cliente D,Internet,Telefone,150,Problema recorrente,Aberto
6264,Crítica,Cliente A,Data Center,App,151,Instabilidade,Aberto
6265,Alta,Cliente H,Nuvem,App,74,Problema recorrente,Em andamento
6266,Média,Cliente A,Internet,Telefone,187,Lentidão,Aberto
6267,Crítica,Cliente L,Nuvem,Telefone,107,Solicitação de upgrade,Resolvido
6268,Baixa,Cliente F,Internet,Telefone,129,Lentidão,Resolvido
6269,Média,Cliente G,Internet,Email,108,Erro de cobrança,Em andamento
6270,Média,Cliente J,Nuvem,Email,12,Queda de sinal,Resolvido
6271,Média,Cliente L,TV,App,81,Mudança de endereço,Resolvido
6272,Crítica,Cliente B,Internet,Telefone,182,Solicitação de upgrade,Resolvido
6273,Baixa,Cliente D,Internet,Email,10,Problema recorrente,Aberto
6274,Média,Cliente K,Internet,App,196,Mudança de endereço,Resolvido
6275,Média,Cliente C,TV,Autoatendimento,101,Mudança de endereço,Aberto
6276,Média,Cliente I,Data Center,WhatsApp,53,Lentidão,Em andamento
6277,Baixa,Cliente G,Internet,WhatsApp,116,Instabilidade,Resolvido
6278,Média,Cliente B,Nuvem,Email,142,Falha total,Resolvido
6279,Alta,Cliente K,Internet,WhatsApp,130,Reclamação atendimento,Aberto
6280,Baixa,Cliente L,TV,Email,173,Instabilidade,Aberto
6281,Alta,Cliente F,Internet,Telefone,76,Solicitação de reembolso,Resolvido
6282,Média,Cliente I,Telefone,Autoatendimento,153,Erro de cobrança,Resolvido
6283,Alta,Cliente L,Internet,Email,134,Solicitação de upgrade,Em andamento
6284,Alta,Cliente C,Data Center,Telefone,195,Solicitação de upgrade,Resolvido
6285,Baixa,Cliente K,Internet,Telefone,149,Reclamação atendimento,Resolvido
6286,Média,Cliente F,Internet,Telefone,193,Instabilidade,Em andamento
6287,Alta,Cliente C,Nuvem,Autoatendimento,144,Mudança de endereço,Aberto
6288,Média,Cliente C,Internet,Email,69,Reclamação atendimento,Em andamento
6289,Crítica,Cliente D,Internet,Email,55,Erro de cobrança,Resolvido
6290,Média,Cliente I,Telefone,WhatsApp,12,Falha total,Resolvido
6291,Baixa,Cliente K,Nuvem,Email,152,Falha total,Em andamento
6292,Média,Cliente H,Internet,Telefone,130,Reclamação atendimento,Aberto
6293,Crítica,Cliente A,Internet,Telefone,171,Solicitação de upgrade,Resolvido
6294,Média,Cliente L,Internet,App,48,Solicitação de upgrade,Resolvido
6295,Alta,Cliente K,Data Center,Telefone,116,Lentidão,Em andamento
6296,Alta,Cliente A,Internet,Autoatendimento,197,Solicitação de upgrade,Aberto
6297,Média,Cliente G,Internet,Email,39,Lentidão,Resolvido
6298,Baixa,Cliente C,Telefone,Telefone,131,Queda de sinal,Aberto
6299,Alta,Cliente K,Internet,Autoatendimento,46,Problema recorrente,Resolvido
6300,Média,Cliente G,Internet,Autoatendimento,156,Queda de sinal,Resolvido
6301,Alta,Cliente I,Data Center,App,62,Solicitação de reembolso,Resolvido
6302,Média,Cliente C,Internet,Telefone,83,Lentidão,Resolvido
6303,Média,Cliente C,TV,Autoatendimento,12,Lentidão,Resolvido
6304,Alta,Cliente B,Nuvem,Email,198,Instabilidade,Aberto
6305,Média,Cliente J,Internet,App,158,Instabilidade,Resolvido
6306,Média,Cliente A,Internet,WhatsApp,26,Problema recorrente,Aberto
6307,Média,Cliente I,Nuvem,Autoatendimento,79,Problema recorrente,Em andamento
6308,Média,Cliente F,TV,Telefone,183,Queda de sinal,Em andamento
6309,Média,Cliente F,Internet,Autoatendimento,177,Instabilidade,Resolvido
6310,Alta,Cliente H,Internet,WhatsApp,175,Problema recorrente,Resolvido
6311,Média,Cliente K,Telefone,Telefone,42,Lentidão,Resolvido
6312,Média,Cliente E,Internet,Telefone,42,Reclamação atendimento,Aberto
6313,Alta,Cliente I,Telefone,WhatsApp,190,Instabilidade,Em andamento
6314,Baixa,Cliente K,Data Center,WhatsApp,102,Queda de sinal,Aberto
6315,Baixa,Cliente E,Internet,App,140,Falha total,Em andamento
6316,Crítica,Cliente B,Nuvem,WhatsApp,173,Mudança de endereço,Resolvido
6317,Alta,Cliente F,TV,Telefone,33,Problema recorrente,Aberto
6318,Média,Cliente I,Internet,Email,50,Problema recorrente,Em andamento
6319,Média,Cliente C,TV,Autoatendimento,7,Problema recorrente,Resolvido
6320,Baixa,Cliente J,Telefone,Autoatendimento,58,Mudança de endereço,Resolvido
6321,Média,Cliente D,Internet,Email,7,Reclamação atendimento,Resolvido
6322,Média,Cliente J,Internet,Telefone,48,Instabilidade,Resolvido
6323,Média,Cliente K,Telefone,Telefone,64,Problema recorrente,Em andamento
6324,Média,Cliente H,Telefone,App,178,Reclamação atendimento,Resolvido
6325,Baixa,Cliente F,Data Center,WhatsApp,151,Solicitação de reembolso,Aberto
6326,Baixa,Cliente G,Nuvem,Email,68,Mudança de endereço,Aberto
6327,Crítica,Cliente G,Internet,Email,148,Falha total,Aberto
6328,Média,Cliente D,TV,Autoatendimento,184,Instabilidade,Aberto
6329,Média,Cliente L,Internet,WhatsApp,163,Erro de cobrança,Em andamento
6330,Baixa,Cliente F,Internet,App,42,Mudança de endereço,Aberto
6331,Baixa,Cliente L,Internet,Telefone,106,Solicitação de reembolso,Resolvido
6332,Alta,Cliente I,Telefone,Email,8,Problema recorrente,Resolvido
6333,Média,Cliente C,Internet,WhatsApp,58,Erro de cobrança,Resolvido
6334,Média,Cliente H,Internet,Autoatendimento,17,Solicitação de reembolso,Resolvido
6335,Baixa,Cliente G,Internet,Autoatendimento,60,Solicitação de reembolso,Resolvido
6336,Alta,Cliente D,Internet,Telefone,167,Mudança de endereço,Em andamento
6337,Baixa,Cliente J,Data Center,Telefone,138,Mudança de endereço,Em andamento
6338,Baixa,Cliente C,Data Center,Telefone,35,Instabilidade,Aberto
6339,Média,Cliente G,TV,App,47,Lentidão,Resolvido
6340,Média,Cliente J,Telefone,Autoatendimento,166,Instabilidade,Resolvido
6341,Baixa,Cliente I,TV,Telefone,44,Lentidão,Em andamento
6342,Média,Cliente L,TV,Telefone,48,Falha total,Aberto
6343,Média,Cliente J,TV,App,135,Lentidão,Em andamento
6344,Alta,Cliente C,Internet,Telefone,167,Solicitação de reembolso,Aberto
6345,Média,Cliente J,Internet,Email,113,Solicitação de upgrade,Resolvido
6346,Baixa,Cliente I,Internet,Email,124,Problema recorrente,Em andamento
6347,Baixa,Cliente H,Internet,WhatsApp,62,Reclamação atendimento,Resolvido
6348,Crítica,Cliente L,Internet,Autoatendimento,133,Mudança de endereço,Resolvido
6349,Média,Cliente C,TV,Autoatendimento,134,Lentidão,Aberto
6350,Alta,Cliente H,TV,Autoatendimento,71,Falha total,Resolvido
6351,Baixa,Cliente L,Internet,Autoatendimento,61,Reclamação atendimento,Resolvido
6352,Média,Cliente D,Internet,Telefone,89,Instabilidade,Resolvido
6353,Baixa,Cliente F,Telefone,WhatsApp,93,Lentidão,Resolvido
6354,Média,Cliente L,Internet,Autoatendimento,78,Instabilidade,Aberto
6355,Crítica,Cliente J,Internet,Autoatendimento,107,Mudança de endereço,Resolvido
6356,Crítica,Cliente B,Nuvem,WhatsApp,185,Falha total,Em andamento
6357,Média,Cliente H,Telefone,Autoatendimento,83,Falha total,Resolvido
6358,Média,Cliente I,Nuvem,Autoatendimento,188,Queda de sinal,Em andamento
6359,Crítica,Cliente G,Nuvem,App,8,Instabilidade,Resolvido
6360,Alta,Cliente H,Nuvem,Autoatendimento,197,Mudança de endereço,Em andamento
6361,Baixa,Cliente G,Internet,Telefone,32,Queda de sinal,Em andamento
6362,Média,Cliente K,Internet,Autoatendimento,86,Mudança de endereço,Resolvido
6363,Baixa,Cliente J,Internet,Email,49,Erro de cobrança,Resolvido
6364,Média,Cliente D,Internet,WhatsApp,43,Problema recorrente,Resolvido
6365,Média,Cliente A,Telefone,Autoatendimento,91,Falha total,Resolvido
6366,Média,Cliente C,TV,WhatsApp,31,Mudança de endereço,Resolvido
6367,Média,Cliente G,Data Center,Autoatendimento,118,Problema recorrente,Resolvido
6368,Baixa,Cliente K,Nuvem,Telefone,127,Mudança de endereço,Aberto
6369,Média,Cliente K,Telefone,WhatsApp,52,Falha total,Resolvido
6370,Alta,Cliente G,Telefone,Autoatendimento,164,Solicitação de reembolso,Aberto
6371,Média,Cliente K,Internet,Telefone,191,Lentidão,Resolvido
6372,Média,Cliente C,Internet,Telefone,52,Falha total,Aberto
6373,Crítica,Cliente A,Nuvem,App,121,Lentidão,Resolvido
6374,Crítica,Cliente J,Internet,App,110,Lentidão,Resolvido
6375,Baixa,Cliente I,Telefone,WhatsApp,179,Problema recorrente,Resolvido
6376,Baixa,Cliente L,Nuvem,App,159,Reclamação atendimento,Resolvido
6377,Alta,Cliente F,Internet,WhatsApp,148,Solicitação de upgrade,Resolvido
6378,Alta,Cliente L,Data Center,App,51,Solicitação de upgrade,Em andamento
6379,Crítica,Cliente G,Internet,Telefone,183,Erro de cobrança,Resolvido
6380,Alta,Cliente A,Nuvem,WhatsApp,84,Solicitação de reembolso,Aberto
6381,Média,Cliente A,Internet,App,87,Reclamação atendimento,Em andamento
6382,Média,Cliente D,Internet,App,133,Lentidão,Aberto
6383,Baixa,Cliente G,Internet,Autoatendimento,13,Instabilidade,Resolvido
6384,Baixa,Cliente K,TV,Autoatendimento,144,Problema recorrente,Aberto
6385,Média,Cliente K,Nuvem,App,144,Queda de sinal,Resolvido
6386,Média,Cliente H,Telefone,WhatsApp,139,Problema recorrente,Aberto
6387,Média,Cliente J,Data Center,App,119,Solicitação de upgrade,Aberto
6388,Alta,Cliente I,Nuvem,Email,62,Problema recorrente,Em andamento
6389,Baixa,Cliente A,Internet,Email,148,Reclamação atendimento,Aberto
6390,Média,Cliente D,TV,Telefone,182,Erro de cobrança,Aberto
6391,Baixa,Cliente D,Internet,Telefone,58,Problema recorrente,Resolvido
6392,Média,Cliente C,Telefone,WhatsApp,10,Mudança de endereço,Em andamento
6393,Alta,Cliente G,Internet,App,30,Reclamação atendimento,Aberto
6394,Alta,Cliente A,Internet,Email,8,Queda de sinal,Aberto
6395,Crítica,Cliente I,Telefone,Telefone,106,Lentidão,Em andamento
6396,Baixa,Cliente H,Internet,Email,146,Mudança de endereço,Resolvido
6397,Média,Cliente B,Telefone,WhatsApp,80,Lentidão,Em andamento
6398,Média,Cliente B,Data Center,App,145,Solicitação de reembolso,Aberto
6399,Média,Cliente H,Internet,Telefone,107,Erro de cobrança,Em andamento
6400,Alta,Cliente K,TV,Autoatendimento,84,Lentidão,Resolvido
6401,Alta,Cliente A,Telefone,Telefone,167,Solicitação de reembolso,Em andamento
6402,Alta,Cliente G,Internet,Telefone,90,Problema recorrente,Aberto
6403,Baixa,Cliente I,TV,App,77,Queda de sinal,Resolvido
6404,Alta,Cliente L,Internet,Autoatendimento,176,Reclamação atendimento,Resolvido
6405,Baixa,Cliente C,Internet,App,11,Problema recorrente,Aberto
6406,Alta,Cliente G,Internet,App,153,Falha total,Resolvido
6407,Média,Cliente F,Telefone,Autoatendimento,51,Solicitação de reembolso,Resolvido
6408,Média,Cliente G,Telefone,App,197,Queda de sinal,Aberto
6409,Média,Cliente G,Internet,Telefone,127,Instabilidade,Resolvido
6410,Crítica,Cliente J,Internet,Email,44,Erro de cobrança,Resolvido
6411,Baixa,Cliente A,Nuvem,Autoatendimento,166,Erro de cobrança,Em andamento
6412,Média,Cliente C,Nuvem,App,174,Solicitação de upgrade,Resolvido
6413,Alta,Cliente J,Telefone,WhatsApp,55,Erro de cobrança,Aberto
6414,Média,Cliente A,Internet,App,44,Falha total,Resolvido
6415,Baixa,Cliente E,Internet,WhatsApp,197,Problema recorrente,Resolvido
6416,Média,Cliente C,Nuvem,WhatsApp,38,Falha total,Em andamento
6417,Média,Cliente A,Internet,Autoatendimento,170,Lentidão,Aberto
6418,Crítica,Cliente B,Internet,Autoatendimento,129,Problema recorrente,Em andamento
6419,Alta,Cliente J,Telefone,Telefone,130,Erro de cobrança,Aberto
6420,Média,Cliente E,TV,App,94,Mudança de endereço,Resolvido
6421,Crítica,Cliente K,Telefone,Autoatendimento,17,Problema recorrente,Resolvido
6422,Média,Cliente C,Internet,App,38,Falha total,Resolvido
6423,Baixa,Cliente F,TV,App,166,Falha total,Resolvido
6424,Baixa,Cliente I,Telefone,Telefone,136,Erro de cobrança,Aberto
6425,Média,Cliente F,TV,Telefone,41,Falha total,Aberto
6426,Baixa,Cliente B,Internet,App,180,Mudança de endereço,Resolvido
6427,Crítica,Cliente B,TV,Autoatendimento,65,Reclamação atendimento,Aberto
6428,Alta,Cliente H,Telefone,Telefone,115,Instabilidade,Aberto
6429,Baixa,Cliente K,Telefone,Autoatendimento,23,Instabilidade,Resolvido
6430,Média,Cliente H,Telefone,App,44,Problema recorrente,Em andamento
6431,Alta,Cliente F,Internet,WhatsApp,63,Solicitação de upgrade,Resolvido
6432,Crítica,Cliente J,Internet,Telefone,183,Falha total,Aberto
6433,Alta,Cliente G,Internet,Telefone,156,Instabilidade,Aberto
6434,Média,Cliente A,Internet,Telefone,30,Queda de sinal,Em andamento
6435,Alta,Cliente L,Telefone,Autoatendimento,17,Instabilidade,Resolvido
6436,Média,Cliente I,TV,App,140,Solicitação de reembolso,Resolvido
6437,Média,Cliente E,Internet,Telefone,22,Reclamação atendimento,Resolvido
6438,Baixa,Cliente I,Data Center,Email,138,Lentidão,Aberto
6439,Baixa,Cliente B,Internet,Autoatendimento,28,Solicitação de upgrade,Em andamento
6440,Média,Cliente H,Internet,Telefone,128,Erro de cobrança,Aberto
6441,Baixa,Cliente G,Internet,Autoatendimento,87,Falha total,Aberto
6442,Baixa,Cliente K,TV,Email,108,Mudança de endereço,Em andamento
6443,Alta,Cliente D,TV,Email,152,Problema recorrente,Aberto
6444,Baixa,Cliente C,Data Center,Autoatendimento,52,Solicitação de reembolso,Aberto
6445,Média,Cliente D,Internet,Autoatendimento,81,Lentidão,Resolvido
6446,Média,Cliente D,Internet,Email,132,Instabilidade,Resolvido
6447,Crítica,Cliente J,TV,Autoatendimento,145,Problema recorrente,Aberto
6448,Média,Cliente J,TV,WhatsApp,137,Instabilidade,Aberto
6449,Baixa,Cliente H,Data Center,WhatsApp,91,Solicitação de upgrade,Resolvido
6450,Média,Cliente D,Internet,Autoatendimento,171,Erro de cobrança,Resolvido
6451,Alta,Cliente E,TV,WhatsApp,164,Lentidão,Resolvido
6452,Crítica,Cliente B,Internet,Telefone,49,Solicitação de reembolso,Em andamento
6453,Média,Cliente D,Telefone,Telefone,55,Reclamação atendimento,Resolvido
6454,Média,Cliente G,Internet,Telefone,104,Problema recorrente,Resolvido
6455,Crítica,Cliente C,TV,Email,37,Instabilidade,Aberto
6456,Baixa,Cliente A,Telefone,Autoatendimento,7,Erro de cobrança,Resolvido
6457,Média,Cliente H,Internet,Telefone,13,Problema recorrente,Resolvido
6458,Média,Cliente H,Internet,Telefone,104,Mudança de endereço,Em andamento
6459,Baixa,Cliente F,Internet,App,188,Lentidão,Aberto
6460,Média,Cliente G,Internet,Autoatendimento,66,Solicitação de reembolso,Resolvido
6461,Baixa,Cliente J,Internet,Email,179,Queda de sinal,Aberto
6462,Alta,Cliente K,Internet,WhatsApp,172,Instabilidade,Aberto
6463,Crítica,Cliente B,TV,App,172,Reclamação atendimento,Resolvido
6464,Baixa,Cliente E,Internet,WhatsApp,178,Solicitação de upgrade,Em andamento
6465,Alta,Cliente L,Internet,WhatsApp,90,Lentidão,Em andamento
6466,Baixa,Cliente G,Data Center,Email,184,Queda de sinal,Aberto
6467,Média,Cliente I,Internet,WhatsApp,92,Falha total,Em andamento
6468,Baixa,Cliente A,TV,App,88,Mudança de endereço,Resolvido
6469,Crítica,Cliente C,Telefone,Autoatendimento,179,Erro de cobrança,Aberto
6470,Alta,Cliente F,Data Center,Telefone,22,Reclamação atendimento,Em andamento
6471,Média,Cliente G,Internet,Email,89,Queda de sinal,Aberto
6472,Alta,Cliente F,TV,App,14,Erro de cobrança,Em andamento
6473,Média,Cliente A,Internet,Email,171,Instabilidade,Resolvido
6474,Crítica,Cliente D,Data Center,WhatsApp,121,Reclamação atendimento,Aberto
6475,Alta,Cliente F,Internet,App,144,Solicitação de reembolso,Aberto
6476,Crítica,Cliente H,Telefone,Autoatendimento,179,Queda de sinal,Resolvido
6477,Média,Cliente J,Internet,Autoatendimento,130,Queda de sinal,Resolvido
6478,Baixa,Cliente D,Data Center,Autoatendimento,52,Mudança de endereço,Aberto
6479,Média,Cliente G,TV,App,163,Queda de sinal,Resolvido
6480,Baixa,Cliente K,Internet,Telefone,43,Queda de sinal,Aberto
6481,Média,Cliente C,Internet,Email,63,Solicitação de reembolso,Aberto
6482,Média,Cliente H,Internet,Autoatendimento,96,Falha total,Aberto
6483,Média,Cliente A,Internet,Telefone,161,Solicitação de reembolso,Aberto
6484,Baixa,Cliente D,Internet,WhatsApp,101,Mudança de endereço,Em andamento
6485,Baixa,Cliente H,Data Center,WhatsApp,62,Reclamação atendimento,Em andamento
6486,Média,Cliente J,TV,Autoatendimento,94,Falha total,Aberto
6487,Crítica,Cliente D,Data Center,Telefone,183,Falha total,Aberto
6488,Média,Cliente B,Internet,Autoatendimento,187,Queda de sinal,Resolvido
6489,Média,Cliente B,TV,WhatsApp,153,Queda de sinal,Em andamento
6490,Alta,Cliente D,Telefone,Autoatendimento,156,Problema recorrente,Aberto
6491,Média,Cliente D,Internet,WhatsApp,22,Erro de cobrança,Aberto
6492,Média,Cliente B,Telefone,Autoatendimento,19,Erro de cobrança,Resolvido
6493,Média,Cliente G,Internet,WhatsApp,56,Lentidão,Aberto
6494,Baixa,Cliente F,Data Center,Autoatendimento,69,Solicitação de reembolso,Em andamento
6495,Crítica,Cliente K,Telefone,Telefone,48,Problema recorrente,Em andamento
6496,Baixa,Cliente C,Nuvem,Telefone,55,Solicitação de upgrade,Resolvido
6497,Média,Cliente H,TV,Email,19,Queda de sinal,Resolvido
6498,Baixa,Cliente H,Telefone,WhatsApp,129,Solicitação de upgrade,Resolvido
